,Data
19806,Agile environments
19807,SCRUM
19808,KANBAN
19810,SQL Server
19811,Oracle
19812,Mongo DB
19813,"scalable, reliable and high-performance web applications"
19814,stakeholder management
19815,Java/Core Java
19816,CI/CD tools
19817,Bachelor's degree
19819,Javascript
19820,HTML
19821,CSS
19823,Great organizational and time management skills
19824,Key Skills Linux
19825,Jenkins
19826,Kubernetes
19827,AWS/GCP
19830,Configuration management tools
19831,Ansible/Puppet/Chef
19832,Prometheus/Grafana/Splunk/ELK
19833,repeatable and audit-able processes
19834,DevOps Platform architecture
19835,DevOps roadmap
19836,the right tradeoff
19837,visualization
19839,scalability
19841,scalability
19842,continuous integration environments
19843,· Design and architect solutions
19845,cloud environments
19846,deployment
19847,our dev
19848,production environments
19849,scalability
19850,the cloud environments
19851,a scalable backend
19852,"Design clean, elegant and extensible APIs"
19854,a fast-paced environment
19858,IITs/Top RECs
19860,Django Web Framework
19862,problem-solving and software design
19863,strong analytical and debugging skills
19864,Container technologies
19865,Docker
19866,Kubernetes
19867,Network admin experience
19868,Linux
19869,GCP
19870,AWS
19871,object-oriented programming
19873,the latest web development frameworks
19874,tech-stack
19875,REST API framework
19876,relational(Postgres
19877,NoSQL databases
19878,Redis
19879,MongoDB
19880,Strong fundamentals
19881,Microservice Architecture
19882,Concurrency
19884,Multi-threaded systems
19885,agile development concepts
19886,asynchronous tasks
19887,RabbitMQ
19888,Redis
19891,quality assurance
19892,documentation
19893,the iOS DAP Solution
19896,the iOS mobile development environments
19897,Xcode
19899,other mobile frameworks
19900,Good relational and communication skills
19901,SDK development
19902,GWT
19903,jQuery
19905,Kotlin or Java programming
19906,UI automation
19908,NoSQL
19909,(Cassandra/MongoDB
19910,documentation
19911,Troubleshooting
19912,deliverable completion
19913,object oriented business applications
19914,Hibernate
19915,API based web services experience
19917,Mongo DB
19918,JIRA
19919,Maven
19920,Slf4j
19922,Kafka
19923,Docker
19924,Gradle
19925,Core Java
19926,Maven
19927,REST/RESTful services
19928,Javascript
19931,SQL
19932,NoSql
19933,Hibernate
19934,Java Persistence API
19935,JPA
19937,Powershell scripting
19938,JSON
19939,the Clean Code Paradigm
19940,containerized software
19941,AWS
19942,other cloud environments
19943,The twelve-factor app methodology
19944,"a globally distributed, multi-national team"
19945,the quality assurance
19948,CI/CD routines
19949,thorough documentation
19950,the DevOps culture
19951,distributed architectures
19952,microservices
19953,Kafka
19954,RabbitMQ
19955,Object-Oriented Analysis
19957,SQL
19958,ORM technologies
19959,JPA
19960,different testing frameworks
19961,JUnit
19962,TestNG
19963,versioning tools
19965,Commanding knowledge
19966,Maven
19967,Gradle build tools
19968,cloud environments
19969,AWS
19970,containerization
19971,a (full-stack / back-end) developer
19973,an agile environment
19975,Good documentation habits
19976,proactivity
19977,scalability
19980,frontend development
19981,Infrastructure automation technologies
19982,Docker
19983,Kubernetes
19984,Terraform
19987,"
         .Net Core Azure Developer   C#"
19988,strong OOPs
19989,Azure.. Hands
19991,Web API
19992,microservices
19993,SQL concepts
19994,Requirement analysis and design principle understanding
19995,debugging concepts
19996,e2e stuff
19997,gRPC experience
19999,MVC/Entity/LINQ/any framework
20000,preferably AWS
20001,Nive
20002,Microservices
20003,Core ecosystem
20005,SQL
20006,the equity/share/financial domain
20007,at least one modern JavaScript MV-VM/MVC frameworks
20009,JavaScript
20010,HTML
20011,CSS
20012,cross-browser compatible code
20014,Gulp
20015,JavaScript Dom manipulation Techniques
20016,Redux
20017,Sagas
20018,Thunk etc
20020,testing frameworks
20022,test runners
20024,debugging and problem-solving skills
20025,user interfaces
20026,the latest frontend technologies
20027,Strong programming and problem-solving skills
20030,JavaScript
20031,application storyboards
20032,● Design
20033,"efficient, reusable, and reliable Java code"
20035,bottlenecks
20036,automation
20037,design methodologies
20038,● Development
20040,a POC
20041,Java / J2EE technologies
20042,Hibernate
20043,● Hands-on experience
20044,Algorithms and Data structures
20045,● Hands-on experience
20046,● Hands-on experience
20047,Java IO
20048,NIO
20049,● Hands-on experience
20050,Java concurrency package
20051,● Experience
20052,Apache zookeeper
20053,drill ● Experience
20055,● Experience
20056,Jira
20057,Desired Qualifications ● B.S.
20058,● Experience
20060,authentication frameworks
20062,Laravel
20063,VueJS
20064,Troubleshooting issues
20065,debug
20066,functionality
20067,the backend
20068,integrations
20069,Laravel
20070,B. E/MCA
20071,PHP(Laravel
20072,APIs
20073,Laravel.. Experience
20074,MySQL
20075,Javascript
20076,VueJS
20077,Basic typescript
20078,ECMAScript
20079,(ES6
20081,critical mindset
20082,AWS
20083,Microsoft Azure
20085,CI/CD pipelines
20086,extensive automated tests
20087,functionality
20088,extensive logging
20089,architecture roadmaps
20090,Systems documentation
20091,RPA platforms
20093,Automation
20094,Azure
20095,code tooling
20096,Terraform
20097,Ansible
20098,DevOps
20099,windows shell scripting
20100,Cocoa/UIKit frameworks
20101,the iPhone SDK
20102,iTunes
20103,iTunes App Store
20105,version control repositories
20106,agile/scrum development process
20107,an agile team
20108,GitOps
20109,(CI/CD
20110,based pipelines
20111,GitLab
20112,Edge AIoT pipelines
20113,AWS Greengrass
20114,Azure
20115,secure cloud system architectures
20116,deployment
20121,Kubernetes
20122,AWS
20123,cloud architecture concepts
20124,IaaS
20125,PaaS
20126,SaaS
20127,Docker
20128,Linux
20129,modern cloud architectures
20130,SAST
20131,DAST
20132,Penetration Testing
20133,Vulnerability analysis
20136,Background PFSI Solutions Pvt Ltd
20137,Positka
20138,a Singapore based boutique consulting firm
20139,blue chip multinational clients
20140,Positka
20141,Analytics
20142,Positka
20143,Premium Splunk support services
20145,"a fast paced, customer-centric, fun environment"
20146,Positka
20147,Cybersecurity
20148,geographies
20149,the Splunk products
20150,workaround
20151,if necessary file bug reports
20152,necessary documentation
20153,a Technical Support or Systems Admin role
20154,Splunk
20155,ES
20156,Phantom
20157,ITSI
20159,VM environments
20161,core networking concepts
20162,DNS
20163,firewalls
20164,SSL/TLS
20167,JavaScript
20171,Regex
20173,Splunk SPL queries
20174,Dashboards
20175,complex search queries
20176,advanced visualisations
20177,"Highly developed, process-oriented skills"
20178,troubleshooting
20181,a fast-paced technical environment
20182,various Splunk products
20183,Splunk certification
20184, -         Bachelor's degree
20185,: hr@positka.com
20187,"effective, reusable, and reliable frontend products"
20188,UX designers
20189,a delightful experience
20190,emerging technologies
20192,frontend web applications
20193,"well-abstracted, reusable, highly performant code"
20194,UI components
20195,HTML
20196,CSS
20197,JavaScript
20198,deployment
20199,a fast-paced environment
20200,Excellent analytical and multitasking skills
20201,Automotive Infotainment - Experience
20202,HMI / MW development - Experience
20203,"Tuner/Media/Bluetooth / WiFi, Certification experience"
20204,Android Auto / CarPlay components
20205,Android Auto / CarPlay
20206,BT Certification
20207,leading front-end frameworks
20208,Ionic Framework
20209,Cardova- Experience
20210,"a publicly available, consumer-focused web application.- Solid experience"
20211,HTML5
20212,CSS3
20213,Javascript
20214,vanilla JS
20215,Underscore.js
20216,jQuery)- Experience
20217,REST-based APIs
20219,project specifications
20220,architectural standards.-
20221,Bachelor's degree
20222,process mapping
20223,process improvement initiatives
20224,debugging business application systems
20225,Java development experienceSkills
20226,detailed technical documentation
20227,functional specifications
20228,OOD
20229,HTML
20230,XML
20231,Modern JavaScript
20232,Micro services applications
20233,native deployment
20234,Kubernetes
20235,docker
20237,web development methodologies
20238,functional specifications
20239,multiple and changing priorities
20240,"
        Complete Remote WorkingNotice Period"
20241,15 DaysRole Budget
20242,20Lpa- 7+ years
20243,HTML5
20244,CSS3
20245,SASS
20246,Bootstrap
20247,Excellent Javascript knowledge
20248,ES5
20249,/ES6- Solid understanding and development experience
20250,Angular- Experience
20251,NgRx
20252,NgXs- Experience
20253,Typescript-
20254,Redux
20255,Webpack
20256,Angular CLI
20257,Gulp- Experience consuming REST APIs- TDD/BDD experience
20259,cross-browser compatibility issues
20261,SVN- Exceptional problem
20262,Exceptional learning skills-
20263,javascript
20264,exp / NgRx
20265,REST API
20266,EF Core-
20267,expert-level expertise
20268,OOP- Basic skills SOLID Principles
20269,UML Models-
20270,ADO.Net
20271,Entity Framework core.-
20272,MS SQL
20273,REST ful services
20274,Web API- Experience
20275,SQL Server Reporting Services(SSRS
20276,SSIS
20277,SQL Server Integration Services)-
20278,"scalable, clean code"
20279,HTML5
20280,JQuery
20281,CSS3
20282,JavaScript
20283,the code- Excellent troubleshooting
20284,Agile methodologies-
20285,Azure Cloud
20286,Web API
20287,Designing and building application layers- Familiarity
20289,Core Hosting servicesSecondary Skills
20290,#NAME?
20291,"tasks- Writing clean, testable code"
20292,3rd party application integrations
20294,J2EE
20295,Advance Java concepts
20296,MVC architecture
20297,RESTful and Soap Web services
20298,user interface HTML
20299,CSS
20300,JSP
20301,JSTL
20302,JavaScript
20303,frameworks
20304,DB2
20305,PostgreSQL
20306,JMS
20307,EJB
20308,JSON/XML
20309,code debugging
20310,written and verbal communication
20311,preferable CVS
20312,any Defect management
20313,preferable JIRA
20315,HTML
20316,JSP
20317,JSTL
20318,CSS
20319,JQuery
20320,JavaScript Framework
20321,JMS
20322,Saras
20323,Saras Analytics
20324,predictive analytics company
20325,(IST/CST
20326,video conferencing meetings
20327,logical and physical data models
20328,"conceptual, logical and physical data models"
20329,ETL processes
20330,various datasets
20333,other specialized analytical projects
20334,data governance practices
20336,the current SDLC process.-
20337,complex SQL scripts
20338,query
20339,ETL development
20340,disparate data sources
20341,dashboard reporting
20342,Dashboard experience
20343,modern data stack tools
20344,DBT
