,Data,Result,Reason
13276,simulations,0,not detected as hard skill
13277,constraints,0,not detected as hard skill
13278,demonstrations,0,not detected as hard skill
13279,AI based technical solutions,1,in sample of hard skills
13280,the AAS team,1,more than one capital letter
13281,-,0,not detected as hard skill
13282,disciplines,0,not detected as hard skill
13283,Optimisation,1,unusual word
13284,Reinforcement Learning,1,in sample of hard skills
13285,Python,0,not detected as hard skill
13286,an Agile delivery team,1,in sample of hard skills
13287,the Learner Experience team,1,in sample of hard skills
13288,our SaaS web application,1,more than one capital letter
13289,scalability,1,unusual word
13290,an agile environment,1,in sample of hard skills
13291,both back and front-end bugs,0,not detected as hard skill
13292,an Agile (Scrum/Kanban) environment,1,in sample of hard skills
13293,estimation,0,not detected as hard skill
13294,sprint planning,1,in sample of hard skills
13295,documentation,1,in sample of hard skills
13296,challenging bugs,0,not detected as hard skill
13297,a full-stack developer,1,in sample of hard skills
13298,our back-end and front-end stacks,0,not detected as hard skill
13299,software deliverables,1,in sample of hard skills
13300,"well documented, intent-revealing code",1,in sample of hard skills
13301,your agile team,1,in sample of hard skills
13302,production metrics,1,in sample of hard skills
13303,stakeholder feedback,0,not detected as hard skill
13304,A Bachelor’s degree,1,in sample of hard skills
13305,Familiarity,0,not detected as hard skill
13306,(Scum/Kanban,1,unusual word
13307,Familiarity,0,not detected as hard skill
13308,HTML/JavaScript,1,in sample of hard skills
13309,TypeScript,1,more than one capital letter
13310,other modern front-end frameworks,1,in sample of hard skills
13311,#,0,not detected as hard skill
13312,Web API,1,in sample of hard skills
13313,OOP,1,more than one capital letter
13314,Object Relational Mappers,1,in sample of hard skills
13315,Entity Framework,1,in sample of hard skills
13316,Dapper,1,unusual word
13317,RESTful APIs,1,more than one capital letter
13318,"clean, well-factored code",1,in sample of hard skills
13319,S.O.L.I.D. principles,1,in sample of hard skills
13320,analyzing,0,not detected as hard skill
13321,well-performing TSQL queries,1,more than one capital letter
13322,project deadlines,1,in sample of hard skills
13323,Strong interpersonal skills,0,not detected as hard skill
13324,Object-Relational Mappers,1,in sample of hard skills
13325,Entity Framework,1,in sample of hard skills
13326,General cloud-computing concepts,1,in sample of hard skills
13327,AWS,1,in sample of hard skills
13328,microservice architectures,1,unusual word
13329,LMS,1,more than one capital letter
13330,HTML,1,in sample of hard skills
13331,CSS,1,more than one capital letter
13332,JavaScript,1,in sample of hard skills
13333,TypeScript,1,more than one capital letter
13334,SQL Server,1,in sample of hard skills
13335,a presenter,0,not detected as hard skill
13336,reviewer,0,not detected as hard skill
13337,timely communications,1,in sample of hard skills
13338,organisational initiatives,0,not detected as hard skill
13339,proper documentation,1,in sample of hard skills
13340,an Object Oriented language,1,in sample of hard skills
13341,National Instruments CVI,1,more than one capital letter
13342,Debugging/fault finding,1,unusual word
13343,Hardware / Software integration experience,1,in sample of hard skills
13344,CVI,1,more than one capital letter
13345,Agile Software Development - e.g. Sprint planning,1,in sample of hard skills
13346,Scrum,0,not detected as hard skill
13347,Retrospective etc,1,in sample of hard skills
13348,accurate and timely responses,0,not detected as hard skill
13349,Triage inbound conversations,1,unusual word
13350,a liaison,0,not detected as hard skill
13351,other Dataiku teams,1,unusual word
13352,efficiencies,0,not detected as hard skill
13353,our Dataiku Community,1,unusual word
13354,varying difficulty,0,not detected as hard skill
13355,relational database,1,in sample of hard skills
13356,SQL,1,in sample of hard skills
13357,Python,0,not detected as hard skill
13358,SQL,1,in sample of hard skills
13359,a SaaS/PaaS,1,more than one capital letter
13360,Excellent problem-solving and analytical skills,0,not detected as hard skill
13361,an aptitude,0,not detected as hard skill
13362,a proactive self-starter,1,in sample of hard skills
13363,CSE,1,more than one capital letter
13364,TAM,1,more than one capital letter
13365,a fully-managed SaaS offering,1,in sample of hard skills
13366,advanced analytics,1,in sample of hard skills
13367,python scripting,0,not detected as hard skill
13368,REST APIs,1,more than one capital letter
13369,AWS,1,in sample of hard skills
13370,Azure,1,in sample of hard skills
13371,GCP,1,in sample of hard skills
13372,Teilnahme,1,unusual word
13373,an und Entwicklung von,1,not in english dictionary
13374,dem Ziel der gemeinsamen Entwicklung von Best Practices,1,unusual word
13375,Bereich Software-Engineering,1,unusual word
13376,Zusammenarbeit,1,unusual word
13377,Group Enablers,1,unusual word
13378,bei der Einführung,1,not in english dictionary
13379,Bewertung von IT-weit gültigen Standards,1,unusual word
13380,Werkzeugen,1,unusual word
13381,Arbeitsweisen,1,unusual word
13382,Technische Implementierung von Services,1,unusual word
13383,Schnittstellen für Cloud-native Lösungen,1,unusual word
13384,verschiedenen Programmiersprachen,1,unusual word
13385,Selbstständige Erstellung,1,unusual word
13386,Entwicklung,1,unusual word
13387,(CI/CD,1,more than one capital letter
13388,Eigenverantwortliche Planung,1,unusual word
13389,Abstimmung der Architektur,1,unusual word
13390,Software-Lösungen,1,in sample of hard skills
13391,Zusammenarbeit mit Architekten,1,unusual word
13392,Aktive Unterstützung der Qualitätssicherung für entwickelte Software-Produkte,1,unusual word
13393,Implementierung,1,unusual word
13394,Durchführung entsprechender Tests,1,unusual word
13395,Integrations-Tests,1,in sample of hard skills
13396,Zusammenarbeit mit den verantwortlichen Quality Engineers,1,unusual word
13397,Team-Feedback-Prozessen (z.B. Retrospektiven,1,unusual word
13398,Visualisierung,1,unusual word
13399,Umsetzung von konkreten Optimierungsmaßnahmen,1,unusual word
13400,Abgeschlossenes Studium,1,unusual word
13401,der Informatik,1,unusual word
13402,eine vergleichbare Ausbildung,1,unusual word
13403,Berufserfahrung als,1,unusual word
13404,Cloud Engineer oder,1,in sample of hard skills
13405,einer vergleichbaren,1,unusual word
13406,Ausgeprägte Kenntnisse,1,unusual word
13407,der (Weiter-) Entwicklung von Technologie-Strategien,1,unusual word
13408,Mindset eines „Technologie-Vordenkers“ wünschenswert,1,not in english dictionary
13409,Erfahrungen,1,unusual word
13410,DevOps-Tools,1,in sample of hard skills
13411,Methoden,1,unusual word
13412,optimieren,1,unusual word
13413,Mit-,0,not detected as hard skill
13414,Prinzipien,1,unusual word
13415,Bereich Cloud Engineering,1,unusual word
13416,Betrieb von Plattformen,1,unusual word
13417,AWS-Umfeld,1,in sample of hard skills
13418,Erfahrungen,1,unusual word
13419,IT-Service Management Modell,1,more than one capital letter
13420,ITIL,1,more than one capital letter
13421,Teamplayer,1,unusual word
13422,der gerne,1,unusual word
13423,einem internationalen Umfeld arbeitet,1,unusual word
13424,Fließend Englischkenntnisse,1,unusual word
13425,deutsche Sprachkenntnisse,1,unusual word
13426,adaption,1,unusual word
13427,sustainment,1,unusual word
13428,enhancement,1,in sample of hard skills
13429,the designated information and/or intelligence software systems,1,in sample of hard skills
13430,Multi-Domain Operations (MDO) warfighting capabilities,1,in sample of hard skills
13431,alignment,0,not detected as hard skill
13432,DoD,1,more than one capital letter
13433,fielded systems,1,in sample of hard skills
13434,technical disciplines,1,in sample of hard skills
13435,operational analyses,1,in sample of hard skills
13436,deployment,1,in sample of hard skills
13437,emerging concepts,0,not detected as hard skill
13438,prototyping,1,unusual word
13439,technology insertion/exploitation,1,in sample of hard skills
13440,fielded systems,1,in sample of hard skills
13441,at least Bachelor's Degree,1,in sample of hard skills
13442,Computer simulation,1,in sample of hard skills
13443,enterprise architectures,1,in sample of hard skills
13444,advanced networking techniques,1,in sample of hard skills
13445,protocols,1,in sample of hard skills
13446,technology product specifications,1,in sample of hard skills
13447,highly distributed product delivery environments,1,in sample of hard skills
13448,advanced networking techniques,1,in sample of hard skills
13449,protocols,1,in sample of hard skills
13450,Certs,1,unusual word
13451,TS/SCI,1,more than one capital letter
13452,a tremendously large (and fantastically rich) data,1,in sample of hard skills
13453,Agile teams,1,in sample of hard skills
13454,full-stack development tools,1,in sample of hard skills
13455,any other Object Oriented programming language,1,in sample of hard skills
13456,JavaScript,1,in sample of hard skills
13457,CSS,1,more than one capital letter
13458,HTML,1,in sample of hard skills
13459,a systematic problem-solving approach,0,not detected as hard skill
