Data,Result,Reason
continuous integration,1,in sample of hard skills
deployment,1,in sample of hard skills
our current CI/CD applications,1,more than one capital letter
the Agile team,1,in sample of hard skills
software development lifecycle concepts,1,in sample of hard skills
a collaborative environment,0,not detected as hard skill
deadlines,0,not detected as hard skill
mentorship,1,unusual word
Bachelors degree,0,not detected as hard skill
J2EE,1,more than one capital letter
Java Script,1,in sample of hard skills
Webservices,1,unusual word
Tomcat,1,in sample of hard skills
SQL,1,in sample of hard skills
Eclipse,1,in sample of hard skills
IDEA Intellij,1,more than one capital letter
Python,0,not detected as hard skill
HTML,1,in sample of hard skills
Angular JS/Angular,1,in sample of hard skills
", EXT JS",1,more than one capital letter
Bachelors: Management Information Systems,1,in sample of hard skills
Bachelors: Information Technology,1,in sample of hard skills
advanced hybrid azure cloud platform,1,in sample of hard skills
a regular cadence,1,in sample of hard skills
DevOps engineer,1,in sample of hard skills
an automation-first approach,1,in sample of hard skills
our hybrid cloud services,1,in sample of hard skills
frameworks,1,in sample of hard skills
Azure ARM Templates,1,in sample of hard skills
high-quality Azure cloud solutions,1,in sample of hard skills
instrumentation,0,not detected as hard skill
development velocity,1,in sample of hard skills
extensibility,1,unusual word
cost optimization,1,in sample of hard skills
configuration,1,in sample of hard skills
external vendors,1,in sample of hard skills
Mentor,0,not detected as hard skill
cloud offerings,1,in sample of hard skills
preferably Azure,1,in sample of hard skills
databases,0,not detected as hard skill
networking,1,in sample of hard skills
DevOps,1,in sample of hard skills
Azure cloud infrastructure,1,in sample of hard skills
"highly available, scalable and reliable solutions",1,unusual word
Azure cloud infrastructure,1,in sample of hard skills
serverless designs,1,unusual word
large Azure environments,1,in sample of hard skills
multiple accounts/subscriptions,1,in sample of hard skills
availability zones,0,not detected as hard skill
Azure cloud solution,1,in sample of hard skills
Azure Data Factory,1,in sample of hard skills
Azure Synapse,1,in sample of hard skills
Azure DataBricks,1,in sample of hard skills
other Azure data service,1,in sample of hard skills
preferable one programming language,1,in sample of hard skills
e.g. Python,1,in sample of hard skills
Developed CI/CD pipelines,1,more than one capital letter
Jenkins,1,not in english dictionary
Azure DevOps,1,in sample of hard skills
GitHub Actions,1,in sample of hard skills
Travis CI,1,more than one capital letter
Git,0,not detected as hard skill
GitHub,1,in sample of hard skills
Azure DevOps,1,in sample of hard skills
Azure cloud,1,in sample of hard skills
other SaaS services,1,more than one capital letter
Strong technical writing and oral communication skills,1,in sample of hard skills
Expert or professional level Azure certifications,1,in sample of hard skills
an agile team,1,in sample of hard skills
a quality mindset,1,in sample of hard skills
observability,1,unusual word
maintainability,1,unusual word
Kubernetes,1,in sample of hard skills
Docker,1,unusual word
PostgreSQL,1,more than one capital letter
Apache Kafka,1,in sample of hard skills
DataDog,1,more than one capital letter
gRPC,1,more than one capital letter
Protobuf,1,unusual word
fintech,1,unusual word
IBM's Case Manager,1,in sample of hard skills
BAW products,1,more than one capital letter
conclusions/resolutions,0,not detected as hard skill
Bachelor’s degree,1,in sample of hard skills
project feasibility,1,in sample of hard skills
both traditional Waterfall and Agile project methodologies,1,in sample of hard skills
IBM FileNet administration,1,in sample of hard skills
configuration,1,in sample of hard skills
IBM FileNet,1,in sample of hard skills
Content Navigator,1,in sample of hard skills
IBM Enterprise Records,1,in sample of hard skills
FileNet,1,more than one capital letter
JavaScript,1,in sample of hard skills
SQL,1,in sample of hard skills
application servers,1,in sample of hard skills
WebLogic,1,more than one capital letter
WebSphere,1,in sample of hard skills
Tomcat,1,in sample of hard skills
Oracle,1,in sample of hard skills
MS SQL databases,1,in sample of hard skills
Linux,1,in sample of hard skills
Unix,0,not detected as hard skill
Windows servers,1,in sample of hard skills
fixes,0,not detected as hard skill
databases,0,not detected as hard skill
application servers,1,in sample of hard skills
CA APM,1,in sample of hard skills
Dynatrace,1,unusual word
monitors,0,not detected as hard skill
alerts,0,not detected as hard skill
project feasibility,1,in sample of hard skills
Kofax,1,unusual word
Total Agility,0,not detected as hard skill
prem,0,not detected as hard skill
FileNet platform,1,more than one capital letter
Appian,1,unusual word
SmartComms/SmartIQ,1,more than one capital letter
DocuSign,1,more than one capital letter
"an intuitive, engaging, and brand-consistent web experience",1,in sample of hard skills
code maintainability,1,in sample of hard skills
prototype,0,not detected as hard skill
cross-browser layout issues,1,in sample of hard skills
troubleshooting,1,unusual word
technical documentation,1,in sample of hard skills
design specification,1,in sample of hard skills
  Qualifications,0,not detected as hard skill
front-end programmer,0,not detected as hard skill
Proficiency,0,not detected as hard skill
HTML,1,in sample of hard skills
JavaScript,1,in sample of hard skills
CSS,1,more than one capital letter
Required: Proficiency,0,not detected as hard skill
jQuery,1,unusual word
jQuery UI,1,unusual word
Git,0,not detected as hard skill
cross-browser development,1,in sample of hard skills
frameworks,1,in sample of hard skills
APIs,1,more than one capital letter
Required: Excellent problem-solving skills,0,not detected as hard skill
Required: Experience writing client/server applications,1,in sample of hard skills
Required: Proficiency,0,not detected as hard skill
Required: Proficiency,0,not detected as hard skill
user interface design principles,1,in sample of hard skills
C#/MVC/ASP.NET Core,1,in sample of hard skills
Desired: Proficiency,0,not detected as hard skill
React JS,1,in sample of hard skills
Automated UI Testing,1,in sample of hard skills
strong written and verbal communication skills,1,in sample of hard skills
strong problem-solving skills,0,not detected as hard skill
project stalls,1,in sample of hard skills
backend code,1,in sample of hard skills
other disciplines,0,not detected as hard skill
embedded software development,1,in sample of hard skills
"a fast-paced, self-directed, agile environment",1,in sample of hard skills
IoT data,1,in sample of hard skills
sensors,0,not detected as hard skill
"a quarterly ""Innovation Week",1,in sample of hard skills
queueing,1,unusual word
caching,1,unusual word
persistence,0,not detected as hard skill
concurrency techniques,1,unusual word
"scalable, high-availability, low-latency",1,unusual word
Expereince,1,unusual word
RESTful services,1,more than one capital letter
Python,0,not detected as hard skill
MongoDB,1,more than one capital letter
RabbitMQ,1,more than one capital letter
Redis,1,in sample of hard skills
AWS,1,in sample of hard skills
Microservices,1,unusual word
B.S.,1,in sample of hard skills
Agile development processes,1,in sample of hard skills
Scrum/Scrumban,1,unusual word
backend architectural changes,1,in sample of hard skills
IoT products,1,in sample of hard skills
home automation,1,in sample of hard skills
Mobile development frameworks,1,in sample of hard skills
AWS,1,in sample of hard skills
S3,1,in sample of hard skills
Lambda,1,in sample of hard skills
API Gateway,1,in sample of hard skills
SQS,1,more than one capital letter
Terraform,1,unusual word
CDK,1,more than one capital letter
CloudFront,1,in sample of hard skills
CloudWatch,1,more than one capital letter
RDS,1,more than one capital letter
CodePipeline,1,more than one capital letter
Active MQ,1,more than one capital letter
Maven,1,unusual word
NewRelic/DataDog/SumoLogic,1,more than one capital letter
Cucumber,0,not detected as hard skill
REST/gRPC,1,more than one capital letter
Hibernate,1,unusual word
MySQL,1,in sample of hard skills
GitHub,1,in sample of hard skills
the expanding digital advertising space,1,in sample of hard skills
OTT,1,more than one capital letter
